parcel_id,season,year,crop_type,cultivated_area_acres,production_kg,yield_kg_per_acre,market_price_per_kg,gross_income_rs,yield_category
AP_ANP_00016_C2,Rabi,2025,Bengal Gram,5.36,2145.6,400.3,65,139464.0,
AP_ANP_00016_C3,Rabi,2025,Bengal Gram,5.36,2145.6,400.3,65,139464.0,
AP_ANP_00016_C1,Summer,2025,Maize,3.14,6624.1,2109.6,20,132482.0,
AP_ANP_00016_C2,Summer,2025,Maize,3.14,6624.1,2109.6,20,132482.0,
AP_ANP_00016_C3,Summer,2025,Maize,3.14,6624.1,2109.6,20,132482.0,
AP_ANP_00017_C1,Kharif,2025,Cotton,4.14,4204.2,1015.5,70,294294.0,
AP_ANP_00017_C2,Kharif,2025,Cotton,4.14,4204.2,1015.5,70,294294.0,
AP_ANP_00017_C3,Kharif,2025,Cotton,4.14,4204.2,1015.5,70,294294.0,
AP_ANP_00017_C1,Rabi,2025,Sunflower,2.52,1690.7,670.9,52,87916.4,
AP_ANP_00017_C2,Rabi,2025,Sunflower,2.52,1690.7,670.9,52,87916.4,
AP_ANP_00017_C3,Rabi,2025,Sunflower,2.52,1690.7,670.9,52,87916.4,
AP_ANP_00017_C1,Summer,2025,Groundnut,1.76,1501.5,853.1,58,87087.0,
AP_ANP_00017_C2,Summer,2025,Groundnut,1.76,1501.5,853.1,58,87087.0,
AP_ANP_00017_C3,Summer,2025,Groundnut,1.76,1501.5,853.1,58,87087.0,
AP_ANP_00018_C1,Kharif,2025,Groundnut,0.99,868.9,877.7,58,50396.2,
AP_ANP_00018_C2,Kharif,2025,Groundnut,0.99,868.9,877.7,58,50396.2,
AP_ANP_00018_C3,Kharif,2025,Groundnut,0.99,868.9,877.7,58,50396.2,
AP_ANP_00018_C1,Rabi,2025,Maize,2.35,6797.6,2892.6,20,135952.0,
AP_ANP_00018_C2,Rabi,2025,Maize,2.35,6797.6,2892.6,20,135952.0,
AP_ANP_00018_C3,Rabi,2025,Maize,2.35,6797.6,2892.6,20,135952.0,
AP_ANP_00018_C1,Summer,2025,Groundnut,5.84,4693.6,803.7,58,272228.8,
AP_ANP_00018_C2,Summer,2025,Groundnut,5.84,4693.6,803.7,58,272228.8,
AP_ANP_00018_C3,Summer,2025,Groundnut,5.84,4693.6,803.7,58,272228.8,
AP_ANP_00019_C1,Kharif,2025,Groundnut,7.82,7723.8,987.7,58,447980.4,
AP_ANP_00019_C2,Kharif,2025,Groundnut,7.82,7723.8,987.7,58,447980.4,
AP_ANP_00019_C3,Kharif,2025,Groundnut,7.82,7723.8,987.7,58,447980.4,
AP_ANP_00019_C1,Rabi,2025,Sunflower,0.75,556.1,741.5,52,28917.2,
AP_ANP_00019_C2,Rabi,2025,Sunflower,0.75,556.1,741.5,52,28917.2,
AP_ANP_00019_C3,Rabi,2025,Sunflower,0.75,556.1,741.5,52,28917.2,
AP_ANP_00019_C1,Summer,2025,Groundnut,5.26,6188.4,1176.5,58,358927.2,
AP_ANP_00019_C2,Summer,2025,Groundnut,5.26,6188.4,1176.5,58,358927.2,
AP_ANP_00019_C3,Summer,2025,Groundnut,5.26,6188.4,1176.5,58,358927.2,
AP_ANP_00020_C1,Kharif,2025,Paddy,7.89,16875.9,2138.9,22,371269.8,
AP_ANP_00020_C2,Kharif,2025,Paddy,7.89,16875.9,2138.9,22,371269.8,
AP_ANP_00020_C3,Kharif,2025,Paddy,7.89,16875.9,2138.9,22,371269.8,
AP_ANP_00020_C1,Rabi,2025,Maize,5.54,16748.5,3023.2,20,334970.0,
AP_ANP_00020_C2,Rabi,2025,Maize,5.54,16748.5,3023.2,20,334970.0,
AP_ANP_00020_C3,Rabi,2025,Maize,5.54,16748.5,3023.2,20,334970.0,
AP_ANP_00020_C1,Summer,2025,Sunflower,2.28,2302.3,1009.8,52,119719.6,
AP_ANP_00020_C2,Summer,2025,Sunflower,2.28,2302.3,1009.8,52,119719.6,
AP_ANP_00020_C3,Summer,2025,Sunflower,2.28,2302.3,1009.8,52,119719.6,
AP_ANP_00021_C1,Kharif,2025,Paddy,5.25,13388.0,2550.1,22,294536.0,
AP_ANP_00021_C2,Kharif,2025,Paddy,5.25,13388.0,2550.1,22,294536.0,
AP_ANP_00021_C3,Kharif,2025,Paddy,5.25,13388.0,2550.1,22,294536.0,
AP_ANP_00021_C1,Rabi,2025,Maize,1.18,3741.3,3170.6,20,74826.0,
AP_ANP_00021_C2,Rabi,2025,Maize,1.18,3741.3,3170.6,20,74826.0,
AP_ANP_00021_C3,Rabi,2025,Maize,1.18,3741.3,3170.6,20,74826.0,
AP_ANP_00021_C1,Summer,2025,Sunflower,2.91,1835.0,630.6,52,95420.0,
AP_ANP_00021_C2,Summer,2025,Sunflower,2.91,1835.0,630.6,52,95420.0,
AP_ANP_00021_C3,Summer,2025,Sunflower,2.91,1835.0,630.6,52,95420.0,
AP_ANP_00022_C1,Kharif,2025,Paddy,2.94,6198.4,2108.3,22,136364.8,
AP_ANP_00022_C2,Kharif,2025,Paddy,2.94,6198.4,2108.3,22,136364.8,
AP_ANP_00022_C3,Kharif,2025,Paddy,2.94,6198.4,2108.3,22,136364.8,
AP_ANP_00022_C1,Rabi,2025,Sunflower,5.83,6218.9,1066.7,52,323382.8,
AP_ANP_00022_C2,Rabi,2025,Sunflower,5.83,6218.9,1066.7,52,323382.8,
AP_ANP_00022_C3,Rabi,2025,Sunflower,5.83,6218.9,1066.7,52,323382.8,
AP_ANP_00022_C1,Summer,2025,Vegetables,3.11,10825.6,3480.9,18,194860.8,
AP_ANP_00022_C2,Summer,2025,Vegetables,3.11,10825.6,3480.9,18,194860.8,
AP_ANP_00022_C3,Summer,2025,Vegetables,3.11,10825.6,3480.9,18,194860.8,
AP_ANP_00023_C1,Kharif,2025,Groundnut,3.4,4609.4,1355.7,58,267345.2,
AP_ANP_00023_C2,Kharif,2025,Groundnut,3.4,4609.4,1355.7,58,267345.2,
AP_ANP_00023_C3,Kharif,2025,Groundnut,3.4,4609.4,1355.7,58,267345.2,
AP_ANP_00023_C1,Rabi,2025,Bengal Gram,1.53,925.0,604.6,65,60125.0,
AP_ANP_00023_C2,Rabi,2025,Bengal Gram,1.53,925.0,604.6,65,60125.0,
AP_ANP_00023_C3,Rabi,2025,Bengal Gram,1.53,925.0,604.6,65,60125.0,
AP_ANP_00023_C1,Summer,2025,Vegetables,1.35,10291.7,7623.5,18,185250.6,
AP_ANP_00023_C2,Summer,2025,Vegetables,1.35,10291.7,7623.5,18,185250.6,
AP_ANP_00023_C3,Summer,2025,Vegetables,1.35,10291.7,7623.5,18,185250.6,
AP_ANP_00024_C1,Kharif,2025,Cotton,2.21,1558.0,705.0,70,109060.0,
AP_ANP_00024_C2,Kharif,2025,Cotton,2.21,1558.0,705.0,70,109060.0,
AP_ANP_00024_C3,Kharif,2025,Cotton,2.21,1558.0,705.0,70,109060.0,
AP_ANP_00024_C1,Rabi,2025,Groundnut,7.87,8354.8,1061.6,58,484578.4,
AP_ANP_00024_C2,Rabi,2025,Groundnut,7.87,8354.8,1061.6,58,484578.4,
AP_ANP_00024_C3,Rabi,2025,Groundnut,7.87,8354.8,1061.6,58,484578.4,
AP_ANP_00024_C1,Summer,2025,Maize,2.46,8591.5,3492.5,20,171830.0,
AP_ANP_00024_C2,Summer,2025,Maize,2.46,8591.5,3492.5,20,171830.0,
AP_ANP_00024_C3,Summer,2025,Maize,2.46,8591.5,3492.5,20,171830.0,
AP_ANP_00025_C1,Kharif,2025,Cotton,7.25,7104.3,979.9,70,497301.0,
AP_ANP_00025_C2,Kharif,2025,Cotton,7.25,7104.3,979.9,70,497301.0,
AP_ANP_00025_C3,Kharif,2025,Cotton,7.25,7104.3,979.9,70,497301.0,
AP_ANP_00025_C1,Rabi,2025,Maize,3.04,6683.1,2198.4,20,133662.0,
AP_ANP_00025_C2,Rabi,2025,Maize,3.04,6683.1,2198.4,20,133662.0,
AP_ANP_00025_C3,Rabi,2025,Maize,3.04,6683.1,2198.4,20,133662.0,
AP_ANP_00025_C1,Summer,2025,Groundnut,5.94,7888.3,1328.0,58,457521.4,
AP_ANP_00025_C2,Summer,2025,Groundnut,5.94,7888.3,1328.0,58,457521.4,
AP_ANP_00025_C3,Summer,2025,Groundnut,5.94,7888.3,1328.0,58,457521.4,
AP_ANP_00026_C1,Kharif,2025,Cotton,6.88,7990.4,1161.4,70,559328.0,
AP_ANP_00026_C2,Kharif,2025,Cotton,6.88,7990.4,1161.4,70,559328.0,
AP_ANP_00026_C3,Kharif,2025,Cotton,6.88,7990.4,1161.4,70,559328.0,
AP_ANP_00026_C1,Rabi,2025,Bengal Gram,6.39,5120.9,801.4,65,332858.5,
AP_ANP_00026_C2,Rabi,2025,Bengal Gram,6.39,5120.9,801.4,65,332858.5,
AP_ANP_00026_C3,Rabi,2025,Bengal Gram,6.39,5120.9,801.4,65,332858.5,
AP_ANP_00026_C1,Summer,2025,Vegetables,4.86,23626.4,4861.4,18,425275.2,
AP_ANP_00026_C2,Summer,2025,Vegetables,4.86,23626.4,4861.4,18,425275.2,
AP_ANP_00026_C3,Summer,2025,Vegetables,4.86,23626.4,4861.4,18,425275.2,
AP_ANP_00027_C1,Kharif,2025,Groundnut,0.54,438.8,812.6,58,25450.4,
AP_ANP_00027_C2,Kharif,2025,Groundnut,0.54,438.8,812.6,58,25450.4,
AP_ANP_00027_C3,Kharif,2025,Groundnut,0.54,438.8,812.6,58,25450.4,
AP_ANP_00027_C1,Rabi,2025,Sunflower,4.62,4547.5,984.3,52,236470.0,
AP_ANP_00027_C2,Rabi,2025,Sunflower,4.62,4547.5,984.3,52,236470.0,
AP_ANP_00027_C3,Rabi,2025,Sunflower,4.62,4547.5,984.3,52,236470.0,
AP_ANP_00027_C1,Summer,2025,Groundnut,5.39,4619.2,857.0,58,267913.6,
AP_ANP_00027_C2,Summer,2025,Groundnut,5.39,4619.2,857.0,58,267913.6,
AP_ANP_00027_C3,Summer,2025,Groundnut,5.39,4619.2,857.0,58,267913.6,
AP_ANP_00028_C1,Kharif,2025,Groundnut,4.2,3465.8,825.2,58,201016.4,
AP_ANP_00028_C2,Kharif,2025,Groundnut,4.2,3465.8,825.2,58,201016.4,
AP_ANP_00028_C3,Kharif,2025,Groundnut,4.2,3465.8,825.2,58,201016.4,
AP_ANP_00028_C1,Rabi,2025,Maize,3.25,9712.0,2988.3,20,194240.0,
AP_ANP_00028_C2,Rabi,2025,Maize,3.25,9712.0,2988.3,20,194240.0,
AP_ANP_00028_C3,Rabi,2025,Maize,3.25,9712.0,2988.3,20,194240.0,
AP_ANP_00028_C1,Summer,2025,Groundnut,5.91,5411.2,915.6,58,313849.6,
AP_ANP_00028_C2,Summer,2025,Groundnut,5.91,5411.2,915.6,58,313849.6,
AP_ANP_00028_C3,Summer,2025,Groundnut,5.91,5411.2,915.6,58,313849.6,
AP_ANP_00029_C1,Kharif,2025,Pearl Millet,5.27,3294.8,625.2,40,131792.0,
AP_ANP_00029_C2,Kharif,2025,Pearl Millet,5.27,3294.8,625.2,40,131792.0,
AP_ANP_00029_C3,Kharif,2025,Pearl Millet,5.27,3294.8,625.2,40,131792.0,
AP_ANP_00029_C1,Rabi,2025,Sunflower,4.92,5831.2,1185.2,52,303222.4,
AP_ANP_00029_C2,Rabi,2025,Sunflower,4.92,5831.2,1185.2,52,303222.4,
AP_ANP_00029_C3,Rabi,2025,Sunflower,4.92,5831.2,1185.2,52,303222.4,
AP_ANP_00029_C1,Summer,2025,Maize,4.15,13745.6,3312.2,20,274912.0,
AP_ANP_00029_C2,Summer,2025,Maize,4.15,13745.6,3312.2,20,274912.0,
AP_ANP_00029_C3,Summer,2025,Maize,4.15,13745.6,3312.2,20,274912.0,
AP_ANP_00030_C1,Kharif,2025,Foxtail Millet,4.27,2939.9,688.5,45,132295.5,
AP_ANP_00030_C2,Kharif,2025,Foxtail Millet,4.27,2939.9,688.5,45,132295.5,
AP_ANP_00030_C3,Kharif,2025,Foxtail Millet,4.27,2939.9,688.5,45,132295.5,
AP_ANP_00030_C1,Rabi,2025,Groundnut,4.19,3505.8,836.7,58,203336.4,
AP_ANP_00030_C2,Rabi,2025,Groundnut,4.19,3505.8,836.7,58,203336.4,
AP_ANP_00030_C3,Rabi,2025,Groundnut,4.19,3505.8,836.7,58,203336.4,
AP_ANP_00030_C1,Summer,2025,Groundnut,5.92,5307.3,896.5,58,307823.4,
AP_ANP_00030_C2,Summer,2025,Groundnut,5.92,5307.3,896.5,58,307823.4,
AP_ANP_00030_C3,Summer,2025,Groundnut,5.92,5307.3,896.5,58,307823.4,
AP_ANP_00031_C1,Kharif,2025,Foxtail Millet,1.83,1592.5,870.2,45,71662.5,
AP_ANP_00031_C2,Kharif,2025,Foxtail Millet,1.83,1592.5,870.2,45,71662.5,
AP_ANP_00031_C3,Kharif,2025,Foxtail Millet,1.83,1592.5,870.2,45,71662.5,
AP_ANP_00031_C1,Rabi,2025,Bengal Gram,7.65,7259.1,948.9,65,471841.5,
AP_ANP_00031_C2,Rabi,2025,Bengal Gram,7.65,7259.1,948.9,65,471841.5,
AP_ANP_00031_C3,Rabi,2025,Bengal Gram,7.65,7259.1,948.9,65,471841.5,
AP_ANP_00031_C1,Summer,2025,Vegetables,3.28,10093.5,3077.3,18,181683.0,
AP_ANP_00031_C2,Summer,2025,Vegetables,3.28,10093.5,3077.3,18,181683.0,
AP_ANP_00031_C3,Summer,2025,Vegetables,3.28,10093.5,3077.3,18,181683.0,
AP_ANP_00032_C1,Kharif,2025,Paddy,7.75,24405.5,3149.1,22,536921.0,
AP_ANP_00032_C2,Kharif,2025,Paddy,7.75,24405.5,3149.1,22,536921.0,
AP_ANP_00032_C3,Kharif,2025,Paddy,7.75,24405.5,3149.1,22,536921.0,
AP_ANP_00032_C1,Rabi,2025,Bengal Gram,6.9,3979.2,576.7,65,258648.0,
AP_ANP_00032_C2,Rabi,2025,Bengal Gram,6.9,3979.2,576.7,65,258648.0,
AP_ANP_00032_C3,Rabi,2025,Bengal Gram,6.9,3979.2,576.7,65,258648.0,
AP_ANP_00032_C1,Summer,2025,Sunflower,3.39,3714.8,1095.8,52,193169.6,
AP_ANP_00032_C2,Summer,2025,Sunflower,3.39,3714.8,1095.8,52,193169.6,
AP_ANP_00032_C3,Summer,2025,Sunflower,3.39,3714.8,1095.8,52,193169.6,
AP_ANP_00033_C1,Kharif,2025,Foxtail Millet,3.46,2844.5,822.1,45,128002.5,
AP_ANP_00033_C2,Kharif,2025,Foxtail Millet,3.46,2844.5,822.1,45,128002.5,
AP_ANP_00033_C3,Kharif,2025,Foxtail Millet,3.46,2844.5,822.1,45,128002.5,
AP_ANP_00033_C1,Rabi,2025,Groundnut,7.48,5604.8,749.3,58,325078.4,
AP_ANP_00033_C2,Rabi,2025,Groundnut,7.48,5604.8,749.3,58,325078.4,
AP_ANP_00033_C3,Rabi,2025,Groundnut,7.48,5604.8,749.3,58,325078.4,
AP_ANP_00033_C1,Summer,2025,Groundnut,2.07,2421.5,1169.8,58,140447.0,
AP_ANP_00033_C2,Summer,2025,Groundnut,2.07,2421.5,1169.8,58,140447.0,
AP_ANP_00033_C3,Summer,2025,Groundnut,2.07,2421.5,1169.8,58,140447.0,
AP_ANP_00034_C1,Kharif,2025,Red Gram,7.08,4746.4,670.4,82,389204.8,
AP_ANP_00034_C2,Kharif,2025,Red Gram,7.08,4746.4,670.4,82,389204.8,
AP_ANP_00034_C3,Kharif,2025,Red Gram,7.08,4746.4,670.4,82,389204.8,
AP_ANP_00034_C1,Rabi,2025,Sunflower,5.73,5682.4,991.7,52,295484.8,
AP_ANP_00034_C2,Rabi,2025,Sunflower,5.73,5682.4,991.7,52,295484.8,
AP_ANP_00034_C3,Rabi,2025,Sunflower,5.73,5682.4,991.7,52,295484.8,
AP_ANP_00034_C1,Summer,2025,Sunflower,3.2,2257.6,705.5,52,117395.2,
AP_ANP_00034_C2,Summer,2025,Sunflower,3.2,2257.6,705.5,52,117395.2,
AP_ANP_00034_C3,Summer,2025,Sunflower,3.2,2257.6,705.5,52,117395.2,
AP_ANP_00035_C1,Kharif,2025,Red Gram,7.0,5296.2,756.6,82,434288.4,
AP_ANP_00035_C2,Kharif,2025,Red Gram,7.0,5296.2,756.6,82,434288.4,
AP_ANP_00035_C3,Kharif,2025,Red Gram,7.0,5296.2,756.6,82,434288.4,
AP_ANP_00035_C1,Rabi,2025,Sunflower,4.34,3693.8,851.1,52,192077.6,
AP_ANP_00035_C2,Rabi,2025,Sunflower,4.34,3693.8,851.1,52,192077.6,
AP_ANP_00035_C3,Rabi,2025,Sunflower,4.34,3693.8,851.1,52,192077.6,
AP_ANP_00035_C1,Summer,2025,Sunflower,6.49,6197.9,955.0,52,322290.8,
AP_ANP_00035_C2,Summer,2025,Sunflower,6.49,6197.9,955.0,52,322290.8,
AP_ANP_00035_C3,Summer,2025,Sunflower,6.49,6197.9,955.0,52,322290.8,
AP_ANP_00036_C1,Kharif,2025,Cotton,3.03,2500.7,825.3,70,175049.0,
AP_ANP_00036_C2,Kharif,2025,Cotton,3.03,2500.7,825.3,70,175049.0,
AP_ANP_00036_C3,Kharif,2025,Cotton,3.03,2500.7,825.3,70,175049.0,
AP_ANP_00036_C1,Rabi,2025,Maize,1.2,3187.9,2656.6,20,63758.0,
AP_ANP_00036_C2,Rabi,2025,Maize,1.2,3187.9,2656.6,20,63758.0,
AP_ANP_00036_C3,Rabi,2025,Maize,1.2,3187.9,2656.6,20,63758.0,
AP_ANP_00036_C1,Summer,2025,Maize,0.77,1872.0,2431.2,20,37440.0,
AP_ANP_00036_C2,Summer,2025,Maize,0.77,1872.0,2431.2,20,37440.0,
AP_ANP_00036_C3,Summer,2025,Maize,0.77,1872.0,2431.2,20,37440.0,
AP_ANP_00037_C1,Kharif,2025,Cotton,4.93,3048.2,618.3,70,213374.0,
AP_ANP_00037_C2,Kharif,2025,Cotton,4.93,3048.2,618.3,70,213374.0,
AP_ANP_00037_C3,Kharif,2025,Cotton,4.93,3048.2,618.3,70,213374.0,
AP_ANP_00037_C1,Rabi,2025,Sorghum,0.78,981.3,1258.1,28,27476.4,
AP_ANP_00037_C2,Rabi,2025,Sorghum,0.78,981.3,1258.1,28,27476.4,
AP_ANP_00037_C3,Rabi,2025,Sorghum,0.78,981.3,1258.1,28,27476.4,
AP_ANP_00037_C1,Summer,2025,Sunflower,3.2,1884.5,588.9,52,97994.0,
AP_ANP_00037_C2,Summer,2025,Sunflower,3.2,1884.5,588.9,52,97994.0,
AP_ANP_00037_C3,Summer,2025,Sunflower,3.2,1884.5,588.9,52,97994.0,
AP_ANP_00038_C1,Kharif,2025,Groundnut,2.12,2408.3,1136.0,58,139681.4,
AP_ANP_00038_C2,Kharif,2025,Groundnut,2.12,2408.3,1136.0,58,139681.4,
AP_ANP_00038_C3,Kharif,2025,Groundnut,2.12,2408.3,1136.0,58,139681.4,
AP_ANP_00038_C1,Rabi,2025,Sorghum,1.14,731.1,641.3,28,20470.8,
AP_ANP_00038_C2,Rabi,2025,Sorghum,1.14,731.1,641.3,28,20470.8,
AP_ANP_00038_C3,Rabi,2025,Sorghum,1.14,731.1,641.3,28,20470.8,
AP_ANP_00038_C1,Summer,2025,Vegetables,4.49,25607.4,5703.2,18,460933.2,
AP_ANP_00038_C2,Summer,2025,Vegetables,4.49,25607.4,5703.2,18,460933.2,
AP_ANP_00038_C3,Summer,2025,Vegetables,4.49,25607.4,5703.2,18,460933.2,
AP_ANP_00039_C1,Kharif,2025,Pearl Millet,4.37,2890.8,661.5,40,115632.0,
AP_ANP_00039_C2,Kharif,2025,Pearl Millet,4.37,2890.8,661.5,40,115632.0,
AP_ANP_00039_C3,Kharif,2025,Pearl Millet,4.37,2890.8,661.5,40,115632.0,
AP_ANP_00039_C1,Rabi,2025,Sorghum,6.46,5275.9,816.7,28,147725.2,
AP_ANP_00039_C2,Rabi,2025,Sorghum,6.46,5275.9,816.7,28,147725.2,
AP_ANP_00039_C3,Rabi,2025,Sorghum,6.46,5275.9,816.7,28,147725.2,
AP_ANP_00039_C1,Summer,2025,Sunflower,3.79,2103.1,554.9,52,109361.2,
AP_ANP_00039_C2,Summer,2025,Sunflower,3.79,2103.1,554.9,52,109361.2,
AP_ANP_00039_C3,Summer,2025,Sunflower,3.79,2103.1,554.9,52,109361.2,
AP_ANP_00040_C1,Kharif,2025,Paddy,1.11,2663.6,2399.6,22,58599.2,
AP_ANP_00040_C2,Kharif,2025,Paddy,1.11,2663.6,2399.6,22,58599.2,
AP_ANP_00040_C3,Kharif,2025,Paddy,1.11,2663.6,2399.6,22,58599.2,
AP_ANP_00040_C1,Rabi,2025,Groundnut,5.66,4192.4,740.7,58,243159.2,
AP_ANP_00040_C2,Rabi,2025,Groundnut,5.66,4192.4,740.7,58,243159.2,
AP_ANP_00040_C3,Rabi,2025,Groundnut,5.66,4192.4,740.7,58,243159.2,
AP_ANP_00040_C1,Summer,2025,Groundnut,7.36,7430.7,1009.6,58,430980.6,
AP_ANP_00040_C2,Summer,2025,Groundnut,7.36,7430.7,1009.6,58,430980.6,
AP_ANP_00040_C3,Summer,2025,Groundnut,7.36,7430.7,1009.6,58,430980.6,
AP_ANP_00041_C1,Kharif,2025,Cotton,7.51,7382.3,983.0,70,516761.0,
AP_ANP_00041_C2,Kharif,2025,Cotton,7.51,7382.3,983.0,70,516761.0,
AP_ANP_00041_C3,Kharif,2025,Cotton,7.51,7382.3,983.0,70,516761.0,
AP_ANP_00041_C1,Rabi,2025,Bengal Gram,4.38,3479.0,794.3,65,226135.0,
AP_ANP_00041_C2,Rabi,2025,Bengal Gram,4.38,3479.0,794.3,65,226135.0,
AP_ANP_00041_C3,Rabi,2025,Bengal Gram,4.38,3479.0,794.3,65,226135.0,
AP_ANP_00041_C1,Summer,2025,Vegetables,3.77,25071.3,6650.2,18,451283.4,
AP_ANP_00041_C2,Summer,2025,Vegetables,3.77,25071.3,6650.2,18,451283.4,
AP_ANP_00041_C3,Summer,2025,Vegetables,3.77,25071.3,6650.2,18,451283.4,
AP_ANP_00042_C1,Kharif,2025,Foxtail Millet,3.17,2469.1,778.9,45,111109.5,
AP_ANP_00042_C2,Kharif,2025,Foxtail Millet,3.17,2469.1,778.9,45,111109.5,
AP_ANP_00042_C3,Kharif,2025,Foxtail Millet,3.17,2469.1,778.9,45,111109.5,
AP_ANP_00042_C1,Rabi,2025,Maize,0.61,1056.6,1732.1,20,21132.0,
AP_ANP_00042_C2,Rabi,2025,Maize,0.61,1056.6,1732.1,20,21132.0,
AP_ANP_00042_C3,Rabi,2025,Maize,0.61,1056.6,1732.1,20,21132.0,
AP_ANP_00042_C1,Summer,2025,Sunflower,0.85,449.2,528.5,52,23358.4,
AP_ANP_00042_C2,Summer,2025,Sunflower,0.85,449.2,528.5,52,23358.4,
AP_ANP_00042_C3,Summer,2025,Sunflower,0.85,449.2,528.5,52,23358.4,
AP_ANP_00043_C1,Kharif,2025,Cotton,4.06,2674.3,658.7,70,187201.0,
AP_ANP_00043_C2,Kharif,2025,Cotton,4.06,2674.3,658.7,70,187201.0,
AP_ANP_00043_C3,Kharif,2025,Cotton,4.06,2674.3,658.7,70,187201.0,
AP_ANP_00043_C1,Rabi,2025,Maize,4.19,10252.5,2446.9,20,205050.0,
AP_ANP_00043_C2,Rabi,2025,Maize,4.19,10252.5,2446.9,20,205050.0,
AP_ANP_00043_C3,Rabi,2025,Maize,4.19,10252.5,2446.9,20,205050.0,
AP_ANP_00043_C1,Summer,2025,Groundnut,1.8,1806.7,1003.7,58,104788.6,
AP_ANP_00043_C2,Summer,2025,Groundnut,1.8,1806.7,1003.7,58,104788.6,
AP_ANP_00043_C3,Summer,2025,Groundnut,1.8,1806.7,1003.7,58,104788.6,
AP_ANP_00044_C1,Kharif,2025,Red Gram,5.26,1697.4,322.7,82,139186.8,
AP_ANP_00044_C2,Kharif,2025,Red Gram,5.26,1697.4,322.7,82,139186.8,
AP_ANP_00044_C3,Kharif,2025,Red Gram,5.26,1697.4,322.7,82,139186.8,
AP_ANP_00044_C1,Rabi,2025,Groundnut,3.31,3767.1,1138.1,58,218491.8,
AP_ANP_00044_C2,Rabi,2025,Groundnut,3.31,3767.1,1138.1,58,218491.8,
AP_ANP_00044_C3,Rabi,2025,Groundnut,3.31,3767.1,1138.1,58,218491.8,
AP_ANP_00044_C1,Summer,2025,Sunflower,4.27,4694.9,1099.5,52,244134.8,
AP_ANP_00044_C2,Summer,2025,Sunflower,4.27,4694.9,1099.5,52,244134.8,
AP_ANP_00044_C3,Summer,2025,Sunflower,4.27,4694.9,1099.5,52,244134.8,
AP_ANP_00045_C1,Kharif,2025,Paddy,5.12,15981.6,3121.4,22,351595.2,
AP_ANP_00045_C2,Kharif,2025,Paddy,5.12,15981.6,3121.4,22,351595.2,
AP_ANP_00045_C3,Kharif,2025,Paddy,5.12,15981.6,3121.4,22,351595.2,
AP_ANP_00045_C1,Rabi,2025,Sorghum,7.58,9807.0,1293.8,28,274596.0,
AP_ANP_00045_C2,Rabi,2025,Sorghum,7.58,9807.0,1293.8,28,274596.0,
AP_ANP_00045_C3,Rabi,2025,Sorghum,7.58,9807.0,1293.8,28,274596.0,
AP_ANP_00045_C1,Summer,2025,Vegetables,5.27,36914.8,7004.7,18,664466.4,
AP_ANP_00045_C2,Summer,2025,Vegetables,5.27,36914.8,7004.7,18,664466.4,
AP_ANP_00045_C3,Summer,2025,Vegetables,5.27,36914.8,7004.7,18,664466.4,
AP_ANP_00046_C1,Kharif,2025,Pearl Millet,5.32,3878.8,729.1,40,155152.0,
AP_ANP_00046_C2,Kharif,2025,Pearl Millet,5.32,3878.8,729.1,40,155152.0,
AP_ANP_00046_C3,Kharif,2025,Pearl Millet,5.32,3878.8,729.1,40,155152.0,
AP_ANP_00046_C1,Rabi,2025,Groundnut,4.59,6237.8,1359.0,58,361792.4,
AP_ANP_00046_C2,Rabi,2025,Groundnut,4.59,6237.8,1359.0,58,361792.4,
AP_ANP_00046_C3,Rabi,2025,Groundnut,4.59,6237.8,1359.0,58,361792.4,
AP_ANP_00046_C1,Summer,2025,Maize,3.4,11636.2,3422.4,20,232724.0,
AP_ANP_00046_C2,Summer,2025,Maize,3.4,11636.2,3422.4,20,232724.0,
AP_ANP_00046_C3,Summer,2025,Maize,3.4,11636.2,3422.4,20,232724.0,
AP_ANP_00047_C1,Kharif,2025,Red Gram,2.55,1038.6,407.3,82,85165.2,
AP_ANP_00047_C2,Kharif,2025,Red Gram,2.55,1038.6,407.3,82,85165.2,
AP_ANP_00047_C3,Kharif,2025,Red Gram,2.55,1038.6,407.3,82,85165.2,
AP_ANP_00047_C1,Rabi,2025,Sunflower,3.33,1755.9,527.3,52,91306.8,
AP_ANP_00047_C2,Rabi,2025,Sunflower,3.33,1755.9,527.3,52,91306.8,
AP_ANP_00047_C3,Rabi,2025,Sunflower,3.33,1755.9,527.3,52,91306.8,
AP_ANP_00047_C1,Summer,2025,Vegetables,5.14,24069.6,4682.8,18,433252.8,
AP_ANP_00047_C2,Summer,2025,Vegetables,5.14,24069.6,4682.8,18,433252.8,
AP_ANP_00047_C3,Summer,2025,Vegetables,5.14,24069.6,4682.8,18,433252.8,
AP_ANP_00048_C1,Kharif,2025,Red Gram,5.61,2638.4,470.3,82,216348.8,
AP_ANP_00048_C2,Kharif,2025,Red Gram,5.61,2638.4,470.3,82,216348.8,
AP_ANP_00048_C3,Kharif,2025,Red Gram,5.61,2638.4,470.3,82,216348.8,
AP_ANP_00048_C1,Rabi,2025,Sorghum,2.46,2452.1,996.8,28,68658.8,
AP_ANP_00048_C2,Rabi,2025,Sorghum,2.46,2452.1,996.8,28,68658.8,
AP_ANP_00048_C3,Rabi,2025,Sorghum,2.46,2452.1,996.8,28,68658.8,
